atc_name,concept_class_id,concept_code,name
hydrocortisone and antiinfectives; otic,ATC 5th,S02CA03,ledipasvir
indometacin and antiinfectives; ophthalmic,ATC 5th,S01CC02,ledipasvir
IRRIGATING SOLUTIONS,ATC 3rd,B05C,ledipasvir
loteprednol and antiinfectives; ophthalmic,ATC 5th,S01CA12,ledipasvir
methylprednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA08,ledipasvir
"methylprednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA07,ledipasvir
OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,ATC 2nd,S03,ledipasvir
OTOLOGICALS,ATC 2nd,S02,ledipasvir
prednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA02,ledipasvir
"prednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA02,ledipasvir
prednisolone and antiinfectives; otic,ATC 5th,S02CA01,ledipasvir
SENSORY ORGANS,ATC 1st,S,ledipasvir
sofosbuvir and ledipasvir; systemic,ATC 5th,J05AP51,ledipasvir
triamcinolone and antiinfectives; otic,ATC 5th,S02CA04,ledipasvir
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,lenacapavir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,lenacapavir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,lenacapavir
lenacapavir; systemic,ATC 5th,J05AX31,lenacapavir
Other antivirals,ATC 4th,J05AX,lenacapavir
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,lenalidomide
IMMUNOSUPPRESSANTS,ATC 2nd,L04,lenalidomide
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,lenalidomide
lenalidomide; oral,ATC 5th,L04AX04,lenalidomide
Other immunosuppressants,ATC 4th,L04AX,lenalidomide
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,leniolisib
IMMUNOSTIMULANTS,ATC 2nd,L03,leniolisib
IMMUNOSTIMULANTS,ATC 3rd,L03A,leniolisib
leniolisib; oral,ATC 5th,L03AX22,leniolisib
Other immunostimulants,ATC 4th,L03AX,leniolisib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,lenvatinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,lenvatinib
lenvatinib; oral,ATC 5th,L01EX08,lenvatinib
Other protein kinase inhibitors,ATC 4th,L01EX,lenvatinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,lenvatinib
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,leriglitazone
leriglitazone; oral,ATC 5th,A16AX23,leriglitazone
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,leriglitazone
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,leriglitazone
Various alimentary tract and metabolism products,ATC 4th,A16AX,leriglitazone
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,letermovir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,letermovir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,letermovir
letermovir; oral,ATC 5th,J05AX18,letermovir
Other antivirals,ATC 4th,J05AX,letermovir
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,letetresgene_autoleucel
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,letetresgene_autoleucel
ANTIBACTERIALS FOR SYSTEMIC USE,ATC 2nd,J01,levofloxacin
Antibiotics,ATC 4th,S01AA,levofloxacin
antibiotics in combination with other drugs; ophthalmic,ATC 5th,S01AA20,levofloxacin
ANTIINFECTIVES,ATC 3rd,S01A,levofloxacin
ANTIINFECTIVES,ATC 3rd,S02A,levofloxacin
ANTIINFECTIVES,ATC 3rd,S03A,levofloxacin
Antiinfectives,ATC 4th,B05CA,levofloxacin
Antiinfectives,ATC 4th,S02AA,levofloxacin
Antiinfectives,ATC 4th,S03AA,levofloxacin
antiinfectives - combinations; irrigating solution,ATC 5th,B05CA10,levofloxacin
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,levofloxacin
"antiinfectives, combinations; ophthalmic, otic",ATC 5th,S03AA30,levofloxacin
"antiinfectives, combinations; otic",ATC 5th,S02AA30,levofloxacin
ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S01C,levofloxacin
"Antiinflammatory agents, non-steroids and antiinfectives in combination",ATC 4th,S01CC,levofloxacin
beclometasone and antibiotics; topical,ATC 5th,D07CC04,levofloxacin
betamethasone and antibiotics; topical,ATC 5th,D07CC01,levofloxacin
betamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA05,levofloxacin
"betamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA06,levofloxacin
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,levofloxacin
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,ATC 2nd,B05,levofloxacin
chloroprednisone and antiinfectives; ophthalmic,ATC 5th,S01CA09,levofloxacin
clobetasol and antibiotics; topical,ATC 5th,D07CD01,levofloxacin
clobetasone and antiinfectives; ophthalmic,ATC 5th,S01CA11,levofloxacin
Combinations for eradication of Helicobacter pylori,ATC 4th,A02BD,levofloxacin
COMBINATIONS OF ANTIBACTERIALS,ATC 3rd,J01R,levofloxacin
Combinations of antibacterials,ATC 4th,J01RA,levofloxacin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S02C,levofloxacin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S03C,levofloxacin
Corticosteroids and antiinfectives in combination,ATC 4th,S01CA,levofloxacin
Corticosteroids and antiinfectives in combination,ATC 4th,S02CA,levofloxacin
Corticosteroids and antiinfectives in combination,ATC 4th,S03CA,levofloxacin
"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",ATC 3rd,D07C,levofloxacin
"Corticosteroids, moderately potent, combinations with antibiotics",ATC 4th,D07CB,levofloxacin
"Corticosteroids, potent, combinations with antibiotics",ATC 4th,D07CC,levofloxacin
"Corticosteroids, very potent, combinations with antibiotics",ATC 4th,D07CD,levofloxacin
"Corticosteroids, weak, combinations with antibiotics",ATC 4th,D07CA,levofloxacin
dexamethasone and antibiotics; topical,ATC 5th,D07CB04,levofloxacin
dexamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA01,levofloxacin
"dexamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA01,levofloxacin
dexamethasone and antiinfectives; otic,ATC 5th,S02CA06,levofloxacin
diclofenac and antiinfectives; ophthalmic,ATC 5th,S01CC01,levofloxacin
DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),ATC 3rd,A02B,levofloxacin
electrolytes with carbohydrates; parenteral,ATC 5th,B05BB02,levofloxacin
electrolytes; parenteral,ATC 5th,B05BB01,levofloxacin
fludrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA06,levofloxacin
"fludrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA05,levofloxacin
fludrocortisone and antiinfectives; otic,ATC 5th,S02CA07,levofloxacin
fludroxycortide and antibiotics; topical,ATC 5th,D07CC03,levofloxacin
flumetasone and antibiotics; topical,ATC 5th,D07CB05,levofloxacin
flumetasone and antiinfectives; otic,ATC 5th,S02CA02,levofloxacin
fluocinolone acetonide and antibiotics; topical,ATC 5th,D07CC02,levofloxacin
fluocinolone acetonide and antiinfectives; ophthalmic,ATC 5th,S01CA10,levofloxacin
fluocinolone acetonide and antiinfectives; otic,ATC 5th,S02CA05,levofloxacin
fluocinonide and antibiotics; topical,ATC 5th,D07CC05,levofloxacin
fluocortolone and antibiotics; topical,ATC 5th,D07CC06,levofloxacin
fluocortolone and antiinfectives; ophthalmic,ATC 5th,S01CA04,levofloxacin
fluorometholone and antibiotics; topical,ATC 5th,D07CB03,levofloxacin
fluorometholone and antiinfectives; ophthalmic,ATC 5th,S01CA07,levofloxacin
Fluoroquinolones,ATC 4th,J01MA,levofloxacin
Fluoroquinolones,ATC 4th,S01AE,levofloxacin
fluprednidene and antibiotics; topical,ATC 5th,D07CB02,levofloxacin
"glucose, combinations; parenteral",ATC 5th,C05BB56,levofloxacin
hydrocortisone and antibiotics; topical,ATC 5th,D07CA01,levofloxacin
hydrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA03,levofloxacin
"hydrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA04,levofloxacin
hydrocortisone and antiinfectives; otic,ATC 5th,S02CA03,levofloxacin
indometacin and antiinfectives; ophthalmic,ATC 5th,S01CC02,levofloxacin
IRRIGATING SOLUTIONS,ATC 3rd,B05C,levofloxacin
"lansoprazole, amoxicillin and levofloxacin; systemic",ATC 5th,A02BD10,levofloxacin
levofloxacin and ornidazole; systemic,ATC 5th,J01RA05,levofloxacin
levofloxacin; ophthalmic,ATC 5th,S01AE05,levofloxacin
levofloxacin; systemic,ATC 5th,J01MA12,levofloxacin
loteprednol and antiinfectives; ophthalmic,ATC 5th,S01CA12,levofloxacin
methylprednisolone and antibiotics; topical,ATC 5th,D07CA02,levofloxacin
methylprednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA08,levofloxacin
"methylprednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA07,levofloxacin
OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,ATC 2nd,S03,levofloxacin
OPHTHALMOLOGICALS,ATC 2nd,S01,levofloxacin
OTOLOGICALS,ATC 2nd,S02,levofloxacin
"penicillins, combinations with other antibacterials; systemic",ATC 5th,J01RA01,levofloxacin
prednisolone and antibiotics; topical,ATC 5th,D07CA03,levofloxacin
prednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA02,levofloxacin
"prednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA02,levofloxacin
prednisolone and antiinfectives; otic,ATC 5th,S02CA01,levofloxacin
QUINOLONE ANTIBACTERIALS,ATC 3rd,J01M,levofloxacin
SENSORY ORGANS,ATC 1st,S,levofloxacin
"sulfonamides, combinations with other antibacterials (excl. trimethoprim); systemic",ATC 5th,J01RA02,levofloxacin
triamcinolone and antibiotics; topical,ATC 5th,D07CB01,levofloxacin
triamcinolone and antiinfectives; otic,ATC 5th,S02CA04,levofloxacin
calcium (different salts in combination); oral,ATC 5th,A12AA20,liothyronine
"calcium dobesilate, combinations; oral, topical",ATC 5th,C05BX51,liothyronine
combinations of corticosteroids; topical,ATC 5th,D07AB30,liothyronine
combinations of corticosteroids; topical,ATC 5th,D07XB30,liothyronine
combinations of levothyroxine and liothyronine; systemic,ATC 5th,H03AA03,liothyronine
"Corticosteroids, moderately potent, other combinations",ATC 4th,D07XB,liothyronine
"CORTICOSTEROIDS, OTHER COMBINATIONS",ATC 3rd,D07X,liothyronine
"cyanocobalamin, combinations; systemic",ATC 5th,B03BA51,liothyronine
flumetasone; topical,ATC 5th,D07XB01,liothyronine
"heparin, combinations; parenteral",ATC 5th,B01AB51,liothyronine
Iron in other combinations,ATC 4th,B03AE,liothyronine
iron in other combinations - various combinations; systemic,ATC 5th,B03AE10,liothyronine
liothyronine sodium; systemic,ATC 5th,H03AA02,liothyronine
"procaine, combinations; parenteral",ATC 5th,N01BA52,liothyronine
"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",ATC 1st,H,liothyronine
Thyroid hormones,ATC 4th,H03AA,liothyronine
THYROID PREPARATIONS,ATC 3rd,H03A,liothyronine
THYROID THERAPY,ATC 2nd,H03,liothyronine
Vitamin B12 (cyanocobalamin and analogues),ATC 4th,B03BA,liothyronine
VITAMIN B12 AND FOLIC ACID,ATC 3rd,B03B,liothyronine
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,lisocabtagene_maraleucel
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,lisocabtagene_maraleucel
Antineoplastic cell and gene therapy,ATC 4th,L01XL,lisocabtagene_maraleucel
lisocabtagene maraleucel; parenteral,ATC 5th,L01XL08,lisocabtagene_maraleucel
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,lisocabtagene_maraleucel
CARDIOVASCULAR SYSTEM,ATC 1st,C,lomitapide
LIPID MODIFYING AGENTS,ATC 2nd,C10,lomitapide
"LIPID MODIFYING AGENTS, PLAIN",ATC 3rd,C10A,lomitapide
lomitapide; oral,ATC 5th,C10AX12,lomitapide
Other lipid modifying agents,ATC 4th,C10AX,lomitapide
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,lonafarnib
lonafarnib; oral,ATC 5th,A16AX20,lonafarnib
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,lonafarnib
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,lonafarnib
Various alimentary tract and metabolism products,ATC 4th,A16AX,lonafarnib
ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,ATC 3rd,H01A,lonapegsomatropin
lonapegsomatropin; parenteral,ATC 5th,H01AC09,lonapegsomatropin
PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ATC 2nd,H01,lonapegsomatropin
Somatropin and somatropin agonists,ATC 4th,H01AC,lonapegsomatropin
"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",ATC 1st,H,lonapegsomatropin
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,lopinavir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,lopinavir
"Antivirals for treatment of HIV infections, combinations",ATC 4th,J05AR,lopinavir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,lopinavir
lopinavir and ritonavir; oral,ATC 5th,J05AR10,lopinavir
Anaplastic lymphoma kinase (ALK) inhibitors,ATC 4th,L01ED,lorlatinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,lorlatinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,lorlatinib
lorlatinib; oral,ATC 5th,L01ED05,lorlatinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,lorlatinib
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,lumasiran
lumasiran; parenteral,ATC 5th,A16AX18,lumasiran
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,lumasiran
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,lumasiran
Various alimentary tract and metabolism products,ATC 4th,A16AX,lumasiran
ANTIANEMIC PREPARATIONS,ATC 2nd,B03,luspatercept
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,luspatercept
luspatercept; parenteral,ATC 5th,B03XA06,luspatercept
OTHER ANTIANEMIC PREPARATIONS,ATC 3rd,B03X,luspatercept
Other antianemic preparations,ATC 4th,B03XA,luspatercept
ANTIHEMORRHAGICS,ATC 2nd,B02,lusutrombopag
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,lusutrombopag
lusutrombopag; systemic,ATC 5th,B02BX07,lusutrombopag
Other systemic hemostatics,ATC 4th,B02BX,lusutrombopag
VITAMIN K AND OTHER HEMOSTATICS,ATC 3rd,B02B,lusutrombopag
DIAGNOSTIC AGENTS,ATC 2nd,V04,macimorelin
macimorelin,ATC 5th,V04CD06,macimorelin
OTHER DIAGNOSTIC AGENTS,ATC 3rd,V04C,macimorelin
Tests for pituitary function,ATC 4th,V04CD,macimorelin
VARIOUS,ATC 1st,V,macimorelin
ANTIHYPERTENSIVES,ATC 2nd,C02,macitentan
Antihypertensives for pulmonary arterial hypertension,ATC 4th,C02KX,macitentan
CARDIOVASCULAR SYSTEM,ATC 1st,C,macitentan
macitentan and tadalafil; oral,ATC 5th,C02KX54,macitentan
macitentan; oral,ATC 5th,C02KX04,macitentan
OTHER ANTIHYPERTENSIVES,ATC 3rd,C02K,macitentan
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,magrolimab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,magrolimab
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,mannitol
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,mannitol
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,ATC 2nd,B05,mannitol
calcium (different salts in combination); oral,ATC 5th,A12AA20,mannitol
"calcium dobesilate, combinations; oral, topical",ATC 5th,C05BX51,mannitol
"carbamide, combinations; topical",ATC 5th,D02AE51,mannitol
combinations of electrolytes; parenteral,ATC 5th,B05XA30,mannitol
combinations of imidazole derivatives; vaginal,ATC 5th,G01AF20,mannitol
combinations of xanthines; systemic,ATC 5th,R03DA20,mannitol
COUGH AND COLD PREPARATIONS,ATC 2nd,R05,mannitol
"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",ATC 3rd,R05F,mannitol
cough suppressants and expectorants; systemic,ATC 5th,R05FB02,mannitol
cough suppressants and mucolytics; systemic,ATC 5th,R05FB01,mannitol
"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",ATC 3rd,R05D,mannitol
DIAGNOSTIC AGENTS,ATC 2nd,V04,mannitol
DRUGS FOR CONSTIPATION,ATC 2nd,A06,mannitol
DRUGS FOR CONSTIPATION,ATC 3rd,A06A,mannitol
electrolytes in combination with other drugs; parenteral,ATC 5th,B05BB04,mannitol
electrolytes in combination with other drugs; parenteral,ATC 5th,B05XA31,mannitol
electrolytes with carbohydrates; parenteral,ATC 5th,B05BB02,mannitol
electrolytes; parenteral,ATC 5th,B05BB01,mannitol
"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",ATC 3rd,R05C,mannitol
"glucose, combinations; parenteral",ATC 5th,C05BB56,mannitol
I.V. SOLUTIONS,ATC 3rd,B05B,mannitol
IRRIGATING SOLUTIONS,ATC 3rd,B05C,mannitol
mannitol; inhalant,ATC 5th,R05CB16,mannitol
mannitol; irrigating solution,ATC 5th,B05CX04,mannitol
mannitol; oral,ATC 5th,A06AD16,mannitol
mannitol; parenteral,ATC 5th,B05BC01,mannitol
mannitol; systemic,ATC 5th,V04CX04,mannitol
mineral salts in combination; oral,ATC 5th,A06AD10,mannitol
Mucolytics,ATC 4th,R05CB,mannitol
mucolytics - combinations,ATC 5th,R05CB10,mannitol
Osmotically acting laxatives,ATC 4th,A06AD,mannitol
Other cough suppressants,ATC 4th,R05DB,mannitol
other cough suppressants - combinations,ATC 5th,R05DB20,mannitol
Other cough suppressants and expectorants,ATC 4th,R05FB,mannitol
OTHER DIAGNOSTIC AGENTS,ATC 3rd,V04C,mannitol
Other diagnostic agents,ATC 4th,V04CX,mannitol
Other irrigating solutions,ATC 4th,B05CX,mannitol
other irrigating solutions - combinations; irrigating solution,ATC 5th,B05CX10,mannitol
"potassium, combinations; systemic",ATC 5th,A12BA51,mannitol
"procaine, combinations; parenteral",ATC 5th,N01BA52,mannitol
RESPIRATORY SYSTEM,ATC 1st,R,mannitol
"sodium picosulfate, combinations; oral, topical",ATC 5th,A06AB58,mannitol
Solutions producing osmotic diuresis,ATC 4th,B05BC,mannitol
"theophylline, combinations excl. psycholeptics; systemic",ATC 5th,R03DA54,mannitol
"theophylline, combinations with psycholeptics; systemic",ATC 5th,R03DA74,mannitol
VARIOUS,ATC 1st,V,mannitol
maralixibat chloride; systemic,ATC 5th,A05AX04,maralixibat
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,maraviroc
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,maraviroc
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,maraviroc
maraviroc; oral,ATC 5th,J05AX09,maraviroc
Other antivirals,ATC 4th,J05AX,maraviroc
maribavir; systemic,ATC 5th,J05AX10,maribavir
ANTIHEMORRHAGICS,ATC 2nd,B02,marstacimab
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,marstacimab
marstacimab,ATC 5th,B02BX11,marstacimab
Other systemic hemostatics,ATC 4th,B02BX,marstacimab
VITAMIN K AND OTHER HEMOSTATICS,ATC 3rd,B02B,marstacimab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,masitinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,masitinib
CARDIAC THERAPY,ATC 2nd,C01,mavacamten
CARDIOVASCULAR SYSTEM,ATC 1st,C,mavacamten
mavacamten; oral,ATC 5th,C01EB24,mavacamten
OTHER CARDIAC PREPARATIONS,ATC 3rd,C01E,mavacamten
Other cardiac preparations,ATC 4th,C01EB,mavacamten
ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,ATC 3rd,H01A,mecasermin
mecasermin; parenteral,ATC 5th,H01AC03,mecasermin
PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ATC 2nd,H01,mecasermin
Somatropin and somatropin agonists,ATC 4th,H01AC,mecasermin
"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",ATC 1st,H,mecasermin
ALKYLATING AGENTS,ATC 3rd,L01A,mechlorethamine
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,mechlorethamine
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,mechlorethamine
chlormethine; systemic,ATC 5th,L01AA05,mechlorethamine
Nitrogen mustard analogues,ATC 4th,L01AA,mechlorethamine
"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",ATC 4th,R03AK,mepolizumab
DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ATC 2nd,R03,mepolizumab
epinephrine and other drugs for obstructive airway diseases,ATC 5th,R03AK01,mepolizumab
isoprenaline and other drugs for obstructive airway diseases; inhalant,ATC 5th,R03AK02,mepolizumab
mepolizumab; parenteral,ATC 5th,R03DX09,mepolizumab
OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ATC 3rd,R03D,mepolizumab
Other systemic drugs for obstructive airway diseases,ATC 4th,R03DX,mepolizumab
RESPIRATORY SYSTEM,ATC 1st,R,mepolizumab
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,metreleptin
Amino acids and derivatives,ATC 4th,A16AA,metreleptin
metreleptin; oral,ATC 5th,A16AA07,metreleptin
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,metreleptin
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,metreleptin
"ANTIARRHYTHMICS, CLASS I AND III",ATC 3rd,C01B,mexiletine
"Antiarrhythmics, class Ib",ATC 4th,C01BB,mexiletine
CARDIAC THERAPY,ATC 2nd,C01,mexiletine
CARDIOVASCULAR SYSTEM,ATC 1st,C,mexiletine
mexiletine; systemic,ATC 5th,C01BB02,mexiletine
Antibiotics,ATC 4th,S01AA,micafungin
antibiotics in combination with other drugs; ophthalmic,ATC 5th,S01AA20,micafungin
ANTIINFECTIVES,ATC 3rd,S01A,micafungin
ANTIINFECTIVES,ATC 3rd,S02A,micafungin
ANTIINFECTIVES,ATC 3rd,S03A,micafungin
Antiinfectives,ATC 4th,B05CA,micafungin
Antiinfectives,ATC 4th,S02AA,micafungin
Antiinfectives,ATC 4th,S03AA,micafungin
antiinfectives - combinations; irrigating solution,ATC 5th,B05CA10,micafungin
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,micafungin
"antiinfectives, combinations; ophthalmic, otic",ATC 5th,S03AA30,micafungin
"antiinfectives, combinations; otic",ATC 5th,S02AA30,micafungin
ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S01C,micafungin
"Antiinflammatory agents, non-steroids and antiinfectives in combination",ATC 4th,S01CC,micafungin
ANTIMYCOTICS FOR SYSTEMIC USE,ATC 2nd,J02,micafungin
ANTIMYCOTICS FOR SYSTEMIC USE,ATC 3rd,J02A,micafungin
beclometasone and antibiotics; topical,ATC 5th,D07CC04,micafungin
betamethasone and antibiotics; topical,ATC 5th,D07CC01,micafungin
betamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA05,micafungin
"betamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA06,micafungin
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,micafungin
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,ATC 2nd,B05,micafungin
chloroprednisone and antiinfectives; ophthalmic,ATC 5th,S01CA09,micafungin
clobetasol and antibiotics; topical,ATC 5th,D07CD01,micafungin
clobetasone and antiinfectives; ophthalmic,ATC 5th,S01CA11,micafungin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S02C,micafungin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S03C,micafungin
Corticosteroids and antiinfectives in combination,ATC 4th,S01CA,micafungin
Corticosteroids and antiinfectives in combination,ATC 4th,S02CA,micafungin
Corticosteroids and antiinfectives in combination,ATC 4th,S03CA,micafungin
"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",ATC 3rd,D07C,micafungin
"Corticosteroids, moderately potent, combinations with antibiotics",ATC 4th,D07CB,micafungin
"Corticosteroids, potent, combinations with antibiotics",ATC 4th,D07CC,micafungin
"Corticosteroids, very potent, combinations with antibiotics",ATC 4th,D07CD,micafungin
"Corticosteroids, weak, combinations with antibiotics",ATC 4th,D07CA,micafungin
dexamethasone and antibiotics; topical,ATC 5th,D07CB04,micafungin
dexamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA01,micafungin
"dexamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA01,micafungin
dexamethasone and antiinfectives; otic,ATC 5th,S02CA06,micafungin
diclofenac and antiinfectives; ophthalmic,ATC 5th,S01CC01,micafungin
fludrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA06,micafungin
"fludrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA05,micafungin
fludrocortisone and antiinfectives; otic,ATC 5th,S02CA07,micafungin
fludroxycortide and antibiotics; topical,ATC 5th,D07CC03,micafungin
flumetasone and antibiotics; topical,ATC 5th,D07CB05,micafungin
flumetasone and antiinfectives; otic,ATC 5th,S02CA02,micafungin
fluocinolone acetonide and antibiotics; topical,ATC 5th,D07CC02,micafungin
fluocinolone acetonide and antiinfectives; ophthalmic,ATC 5th,S01CA10,micafungin
fluocinolone acetonide and antiinfectives; otic,ATC 5th,S02CA05,micafungin
fluocinonide and antibiotics; topical,ATC 5th,D07CC05,micafungin
fluocortolone and antibiotics; topical,ATC 5th,D07CC06,micafungin
fluocortolone and antiinfectives; ophthalmic,ATC 5th,S01CA04,micafungin
fluorometholone and antibiotics; topical,ATC 5th,D07CB03,micafungin
fluorometholone and antiinfectives; ophthalmic,ATC 5th,S01CA07,micafungin
fluprednidene and antibiotics; topical,ATC 5th,D07CB02,micafungin
hydrocortisone and antibiotics; topical,ATC 5th,D07CA01,micafungin
hydrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA03,micafungin
"hydrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA04,micafungin
hydrocortisone and antiinfectives; otic,ATC 5th,S02CA03,micafungin
indometacin and antiinfectives; ophthalmic,ATC 5th,S01CC02,micafungin
IRRIGATING SOLUTIONS,ATC 3rd,B05C,micafungin
loteprednol and antiinfectives; ophthalmic,ATC 5th,S01CA12,micafungin
methylprednisolone and antibiotics; topical,ATC 5th,D07CA02,micafungin
methylprednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA08,micafungin
"methylprednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA07,micafungin
